Title,Lyrics,Title_en,Lyrics_en,removed_punct,tokens,larger_tokens,clean_tokens,lemma_words,clean_text
Lagu Negeri Perlis ,Amin amin ya Rabaljalil Doa hamba yang sangat zalil Kekalkan daulat serta adil Bagi perintah Jamalullail,Perlis State Song,Amen amen yes Rabaljalil The prayers of a very cruel servant Maintain sovereignty and justice For the order of Jamalullail,Amen amen yes Rabaljalil The prayers of a very cruel servant Maintain sovereignty and justice For the order of Jamalullail,"['amen', 'amen', 'yes', 'rabaljalil', 'the', 'prayers', 'of', 'a', 'very', 'cruel', 'servant', 'maintain', 'sovereignty', 'and', 'justice', 'for', 'the', 'order', 'of', 'jamalullail']","['amen', 'amen', 'rabaljalil', 'prayers', 'very', 'cruel', 'servant', 'maintain', 'sovereignty', 'justice', 'order', 'jamalullail']","['amen', 'amen', 'rabaljalil', 'prayers', 'cruel', 'servant', 'maintain', 'sovereignty', 'justice', 'order', 'jamalullail']","['amen', 'amen', 'rabaljalil', 'prayer', 'cruel', 'servant', 'maintain', 'sovereignty', 'justice', 'order', 'jamalullail']",amen amen rabaljalil prayer cruel servant maintain sovereignty justice order jamalullail
Lagu Negeri Selangor,Duli Yang Maha Mulia Selamat di atas takhta Allah lanjutkan usia Tuanku Rakyat mohon restu bawah Duli Tuanku Bahagia selama-lamanya Aman dan sentosa Duli Yang Maha Mulia,Selangor State Song,Your Majesty Congratulations on the throne of God extend the life of Your Majesty The people ask for blessings under Your Majesty Happy forever Peace and tranquility Your Majesty,Your Majesty Congratulations on the throne of God extend the life of Your Majesty The people ask for blessings under Your Majesty Happy forever Peace and tranquility Your Majesty,"['your', 'majesty', 'congratulations', 'on', 'the', 'throne', 'of', 'god', 'extend', 'the', 'life', 'of', 'your', 'majesty', 'the', 'people', 'ask', 'for', 'blessings', 'under', 'your', 'majesty', 'happy', 'forever', 'peace', 'and', 'tranquility', 'your', 'majesty']","['your', 'majesty', 'congratulations', 'throne', 'extend', 'life', 'your', 'majesty', 'people', 'blessings', 'under', 'your', 'majesty', 'happy', 'forever', 'peace', 'tranquility', 'your', 'majesty']","['majesty', 'congratulations', 'throne', 'extend', 'life', 'majesty', 'people', 'blessings', 'majesty', 'happy', 'forever', 'peace', 'tranquility', 'majesty']","['majesty', 'congratulation', 'throne', 'extend', 'life', 'majesty', 'people', 'blessing', 'majesty', 'happy', 'forever', 'peace', 'tranquility', 'majesty']",majesty congratulation throne extend life majesty people blessing majesty happy forever peace tranquility majesty
Tanggal 31,"Bulan 8, 57Merdeka,merdeka,Ia pasti menjadi sejarah Tanggal 31,Bulan 8, 57,Hari yang mulia,hari bahagia,Sambut dengan jiwa yang merdeka.Mari kita seluruh negara,Ramai-ramai menyambut hari merdeka,MERDEKA.31,bulan 8,57,HARI MULIA NEGARAKU MERDEKA....",31,"Month 8, 57Merdeka, merdeka, It will definitely be history Date 31, Month 8, 57, A glorious day, a happy day, Celebrate with an independent soul.Let us all over the country, Many people celebrate Merdeka Day, MERDEKA.31, month 8 , 57, HARI MULIA NEGARAKU MERDEKA ....",Month 8 57Merdeka merdeka It will definitely be history Date 31 Month 8 57 A glorious day a happy day Celebrate with an independent soulLet us all over the country Many people celebrate Merdeka Day MERDEKA31 month 8  57 HARI MULIA NEGARAKU MERDEKA ,"['month', '8', '57merdeka', 'merdeka', 'it', 'will', 'definitely', 'be', 'history', 'date', '31', 'month', '8', '57', 'a', 'glorious', 'day', 'a', 'happy', 'day', 'celebrate', 'with', 'an', 'independent', 'soullet', 'us', 'all', 'over', 'the', 'country', 'many', 'people', 'celebrate', 'merdeka', 'day', 'merdeka31', 'month', '8', '57', 'hari', 'mulia', 'negaraku', 'merdeka', '']","['month', '57merdeka', 'merdeka', 'will', 'definitely', 'history', 'date', 'month', 'glorious', 'happy', 'celebrate', 'with', 'independent', 'soullet', 'over', 'country', 'many', 'people', 'celebrate', 'merdeka', 'merdeka31', 'month', 'hari', 'mulia', 'negaraku', 'merdeka']","['month', '57merdeka', 'merdeka', 'definitely', 'history', 'date', 'month', 'glorious', 'happy', 'celebrate', 'independent', 'soullet', 'country', 'many', 'people', 'celebrate', 'merdeka', 'merdeka31', 'month', 'hari', 'mulia', 'negaraku', 'merdeka']","['month', '57merdeka', 'merdeka', 'definitely', 'history', 'date', 'month', 'glorious', 'happy', 'celebrate', 'independent', 'soullet', 'country', 'many', 'people', 'celebrate', 'merdeka', 'merdeka31', 'month', 'hari', 'mulia', 'negaraku', 'merdeka']",month 57merdeka merdeka definitely history date month glorious happy celebrate independent soullet country many people celebrate merdeka merdeka31 month hari mulia negaraku merdeka
Tanah Pusaka,"Sungguh gemilang negeriku,Yang ku puja oh tanah MALAYSIA, Dimerata dunia,Harum semerbak namamu oh MALAYSIA.Aman makmur kaya raya,Selama-lama hidup maju jaya, Kau tanah pusaka,Negaraku yang berdaulat dan merdeka.TANAH PUSAKA BERTUAH,BERBAGAI BANGSA DI DALAMNYA, HIDUP AMAN DAN BERSAMA, BERSATU KERJA UNTUK MALAYSIA.Musuh melanggarku gempur, Sungguh rela kugugur kerana,Kau TANAH PUSAKA,BIAR PUTIH TULANG JANGAN PUTIH MATA.... ",Inheritance Land,"My country is so glorious, I adore oh the land of MALAYSIA, The world is spread out, Your name is fragrant oh MALAYSIA. Peace, prosperous, rich, Forever prosperous, You are the land of heritage, My country is sovereign and independent. LUCKY HERITAGE LAND, DIFFERENT NATIONS IN IT , LIVING IN PEACE AND TOGETHER, WORKING TOGETHER FOR MALAYSIA.",My country is so glorious I adore oh the land of MALAYSIA The world is spread out Your name is fragrant oh MALAYSIA Peace prosperous rich Forever prosperous You are the land of heritage My country is sovereign and independent LUCKY HERITAGE LAND DIFFERENT NATIONS IN IT  LIVING IN PEACE AND TOGETHER WORKING TOGETHER FOR MALAYSIA,"['my', 'country', 'is', 'so', 'glorious', 'i', 'adore', 'oh', 'the', 'land', 'of', 'malaysia', 'the', 'world', 'is', 'spread', 'out', 'your', 'name', 'is', 'fragrant', 'oh', 'malaysia', 'peace', 'prosperous', 'rich', 'forever', 'prosperous', 'you', 'are', 'the', 'land', 'of', 'heritage', 'my', 'country', 'is', 'sovereign', 'and', 'independent', 'lucky', 'heritage', 'land', 'different', 'nations', 'in', 'it', 'living', 'in', 'peace', 'and', 'together', 'working', 'together', 'for', 'malaysia']","['country', 'glorious', 'adore', 'land', 'malaysia', 'world', 'spread', 'your', 'name', 'fragrant', 'malaysia', 'peace', 'prosperous', 'rich', 'forever', 'prosperous', 'land', 'heritage', 'country', 'sovereign', 'independent', 'lucky', 'heritage', 'land', 'different', 'nations', 'living', 'peace', 'together', 'working', 'together', 'malaysia']","['country', 'glorious', 'adore', 'land', 'malaysia', 'world', 'spread', 'name', 'fragrant', 'malaysia', 'peace', 'prosperous', 'rich', 'forever', 'prosperous', 'land', 'heritage', 'country', 'sovereign', 'independent', 'lucky', 'heritage', 'land', 'different', 'nations', 'living', 'peace', 'together', 'working', 'together', 'malaysia']","['country', 'glorious', 'adore', 'land', 'malaysia', 'world', 'spread', 'name', 'fragrant', 'malaysia', 'peace', 'prosperous', 'rich', 'forever', 'prosperous', 'land', 'heritage', 'country', 'sovereign', 'independent', 'lucky', 'heritage', 'land', 'different', 'nation', 'living', 'peace', 'together', 'working', 'together', 'malaysia']",country glorious adore land malaysia world spread name fragrant malaysia peace prosperous rich forever prosperous land heritage country sovereign independent lucky heritage land different nation living peace together working together malaysia
Dirgahayu Tanah Airku,"Kau,persada indah permai,Pepohon menghijau,menghias pantai,Putera puterimu tersenyum riang ria,TUMPUAN PELANCONG,DAN JUGA PARA PENIAGA,BATIK SONGKET TENUNAN MENAWAN,TERKENAL MERATA DUNIA.Kepadamu oh pertiwi,Kasihku abadi sejati murni,Relaku berbakti demi berkorban diri,Padamu ku curah sumpah,setia dan janji,DIRGAHAYU OH TANAH AIRKU.....",Celebrate my homeland,"You, beautiful persada, green trees, decorate the beach, your son and daughter are smiling happily, THE FOCUS OF TOURISTS, AND ALSO THE TRADERS, BATIK SONGKET WOVEN CHARMING, FAMOUS EVERYWHERE IN THE WORLD. To you oh land, My true eternal love, Self -sacrifice To you I swear, faithful and promise, BLESSED OH MY HOMELAND .....",You beautiful persada green trees decorate the beach your son and daughter are smiling happily THE FOCUS OF TOURISTS AND ALSO THE TRADERS BATIK SONGKET WOVEN CHARMING FAMOUS EVERYWHERE IN THE WORLD To you oh land My true eternal love Self sacrifice To you I swear faithful and promise BLESSED OH MY HOMELAND ,"['you', 'beautiful', 'persada', 'green', 'trees', 'decorate', 'the', 'beach', 'your', 'son', 'and', 'daughter', 'are', 'smiling', 'happily', 'the', 'focus', 'of', 'tourists', 'and', 'also', 'the', 'traders', 'batik', 'songket', 'woven', 'charming', 'famous', 'everywhere', 'in', 'the', 'world', 'to', 'you', 'oh', 'land', 'my', 'true', 'eternal', 'love', 'self', 'sacrifice', 'to', 'you', 'i', 'swear', 'faithful', 'and', 'promise', 'blessed', 'oh', 'my', 'homeland', '']","['beautiful', 'persada', 'green', 'trees', 'decorate', 'beach', 'your', 'daughter', 'smiling', 'happily', 'focus', 'tourists', 'also', 'traders', 'batik', 'songket', 'woven', 'charming', 'famous', 'everywhere', 'world', 'land', 'true', 'eternal', 'love', 'self', 'sacrifice', 'swear', 'faithful', 'promise', 'blessed', 'homeland']","['beautiful', 'persada', 'green', 'trees', 'decorate', 'beach', 'daughter', 'smiling', 'happily', 'focus', 'tourists', 'also', 'traders', 'batik', 'songket', 'woven', 'charming', 'famous', 'everywhere', 'world', 'land', 'true', 'eternal', 'love', 'self', 'sacrifice', 'swear', 'faithful', 'promise', 'blessed', 'homeland']","['beautiful', 'persada', 'green', 'tree', 'decorate', 'beach', 'daughter', 'smiling', 'happily', 'focus', 'tourist', 'also', 'trader', 'batik', 'songket', 'woven', 'charming', 'famous', 'everywhere', 'world', 'land', 'true', 'eternal', 'love', 'self', 'sacrifice', 'swear', 'faithful', 'promise', 'blessed', 'homeland']",beautiful persada green tree decorate beach daughter smiling happily focus tourist also trader batik songket woven charming famous everywhere world land true eternal love self sacrifice swear faithful promise blessed homeland
Sejahtera Malaysia,"Puji dan syukur pada ilahi,Anugerahnya tiada terhingga,Kedamaian,kemakmuran,Malaysiaku bahagia.Bersemarak MALAYSIA tercinta,Kibarkan panji kebesarannya,Kami junjung,cita-cita luhur,Perpaduan seluruh negeri.Seia,sekata,sehati,sejiwa,Menghadapi cabaran,Kami setia,kami sedia,Berkorban untuk negara.Dengan tekad untuk berjaya,Berbakti pada nusa dan bangsa,Kami rela,menjaga namamu,SEJAHTERA MALAYSIA....",Prosperous Malaysia,"Praise and gratitude to the divine, His blessings are infinite, Peace, prosperity, my Malaysia is happy. , we are ready, Sacrifice for the country. With the determination to succeed, Devoted to the homeland and the nation, We are willing, keep your name, PROSPEROUS MALAYSIA ....",Praise and gratitude to the divine His blessings are infinite Peace prosperity my Malaysia is happy  we are ready Sacrifice for the country With the determination to succeed Devoted to the homeland and the nation We are willing keep your name PROSPEROUS MALAYSIA ,"['praise', 'and', 'gratitude', 'to', 'the', 'divine', 'his', 'blessings', 'are', 'infinite', 'peace', 'prosperity', 'my', 'malaysia', 'is', 'happy', 'we', 'are', 'ready', 'sacrifice', 'for', 'the', 'country', 'with', 'the', 'determination', 'to', 'succeed', 'devoted', 'to', 'the', 'homeland', 'and', 'the', 'nation', 'we', 'are', 'willing', 'keep', 'your', 'name', 'prosperous', 'malaysia', '']","['praise', 'gratitude', 'divine', 'blessings', 'infinite', 'peace', 'prosperity', 'malaysia', 'happy', 'ready', 'sacrifice', 'country', 'with', 'determination', 'succeed', 'devoted', 'homeland', 'nation', 'willing', 'keep', 'your', 'name', 'prosperous', 'malaysia']","['praise', 'gratitude', 'divine', 'blessings', 'infinite', 'peace', 'prosperity', 'malaysia', 'happy', 'ready', 'sacrifice', 'country', 'determination', 'succeed', 'devoted', 'homeland', 'nation', 'willing', 'keep', 'name', 'prosperous', 'malaysia']","['praise', 'gratitude', 'divine', 'blessing', 'infinite', 'peace', 'prosperity', 'malaysia', 'happy', 'ready', 'sacrifice', 'country', 'determination', 'succeed', 'devoted', 'homeland', 'nation', 'willing', 'keep', 'name', 'prosperous', 'malaysia']",praise gratitude divine blessing infinite peace prosperity malaysia happy ready sacrifice country determination succeed devoted homeland nation willing keep name prosperous malaysia
Untukmu Malaysia,"Padamu Malaysiaku berjanji,Padamu ku akan berbakti,Seluruh jiwa raga ku serahkan,Demi kejayaan bangsa.Aman makmur damai sejahtera,Akan kujunjung dan kujaga,Berastu rela junjung setia,Membela bangsa tercinta.Syukurku selalu kepada ilahi,Atas segala rahmatnya,MALAYSIAku negara maju jaya,Baktiku hanya untukmu....",For you Malaysia,"To you Malaysia I promise, To you I will be devoted, My whole soul and body I surrender, For the success of the nation. Jaya, my devotion is only for you ....",To you Malaysia I promise To you I will be devoted My whole soul and body I surrender For the success of the nation Jaya my devotion is only for you ,"['to', 'you', 'malaysia', 'i', 'promise', 'to', 'you', 'i', 'will', 'be', 'devoted', 'my', 'whole', 'soul', 'and', 'body', 'i', 'surrender', 'for', 'the', 'success', 'of', 'the', 'nation', 'jaya', 'my', 'devotion', 'is', 'only', 'for', 'you', '']","['malaysia', 'promise', 'will', 'devoted', 'whole', 'soul', 'body', 'surrender', 'success', 'nation', 'jaya', 'devotion', 'only']","['malaysia', 'promise', 'devoted', 'whole', 'soul', 'body', 'surrender', 'success', 'nation', 'jaya', 'devotion']","['malaysia', 'promise', 'devoted', 'whole', 'soul', 'body', 'surrender', 'success', 'nation', 'jaya', 'devotion']",malaysia promise devoted whole soul body surrender success nation jaya devotion
Setia,"Demi negara,yang tercinta,Kucurah bakti penuh setia,Demi Raja,yang disanjung tinggi,Kesetiaan tak berbelah bagi.Kepada pemimpin,kepada rakyat,Khidmat diberi penuh taat,Sama bekerja,sama berusaha,Setia berkhidmat untuk semua.Rela berkorban apa saja,Amanah bangsa tetap dijaga,Kami berikrar,penuh setia,Untuk AGAMA,BANGSA,dan NEGARA",Faithful,"For the sake of the country, the beloved, I pour out full devotion, For the King, who is highly praised, Undivided loyalty for. To the leader, to the people, Service is given full obedience, Work together, work together, Loyal to serve all. Willing to sacrifice anything, The trust of the nation is maintained, We pledge, full of loyalty, For RELIGION, NATION, and COUNTRY",For the sake of the country the beloved I pour out full devotion For the King who is highly praised Undivided loyalty for To the leader to the people Service is given full obedience Work together work together Loyal to serve all Willing to sacrifice anything The trust of the nation is maintained We pledge full of loyalty For RELIGION NATION and COUNTRY,"['for', 'the', 'sake', 'of', 'the', 'country', 'the', 'beloved', 'i', 'pour', 'out', 'full', 'devotion', 'for', 'the', 'king', 'who', 'is', 'highly', 'praised', 'undivided', 'loyalty', 'for', 'to', 'the', 'leader', 'to', 'the', 'people', 'service', 'is', 'given', 'full', 'obedience', 'work', 'together', 'work', 'together', 'loyal', 'to', 'serve', 'all', 'willing', 'to', 'sacrifice', 'anything', 'the', 'trust', 'of', 'the', 'nation', 'is', 'maintained', 'we', 'pledge', 'full', 'of', 'loyalty', 'for', 'religion', 'nation', 'and', 'country']","['sake', 'country', 'beloved', 'pour', 'full', 'devotion', 'king', 'highly', 'praised', 'undivided', 'loyalty', 'leader', 'people', 'service', 'given', 'full', 'obedience', 'work', 'together', 'work', 'together', 'loyal', 'serve', 'willing', 'sacrifice', 'anything', 'trust', 'nation', 'maintained', 'pledge', 'full', 'loyalty', 'religion', 'nation', 'country']","['sake', 'country', 'beloved', 'pour', 'full', 'devotion', 'king', 'highly', 'praised', 'undivided', 'loyalty', 'leader', 'people', 'service', 'given', 'full', 'obedience', 'work', 'together', 'work', 'together', 'loyal', 'serve', 'willing', 'sacrifice', 'anything', 'trust', 'nation', 'maintained', 'pledge', 'full', 'loyalty', 'religion', 'nation', 'country']","['sake', 'country', 'beloved', 'pour', 'full', 'devotion', 'king', 'highly', 'praised', 'undivided', 'loyalty', 'leader', 'people', 'service', 'given', 'full', 'obedience', 'work', 'together', 'work', 'together', 'loyal', 'serve', 'willing', 'sacrifice', 'anything', 'trust', 'nation', 'maintained', 'pledge', 'full', 'loyalty', 'religion', 'nation', 'country']",sake country beloved pour full devotion king highly praised undivided loyalty leader people service given full obedience work together work together loyal serve willing sacrifice anything trust nation maintained pledge full loyalty religion nation country
Putera- Puteri Negara,"Putera puteri negara jaya,Bersatu berpadu tenaga,Padamu harapannya bangsa,Seandai cita-cita. Putera puteri sejati mulia, Kota bandar desa sepasti, Seruan jasmani dewi suci, Bakti jasa jiwamu. Menegakkan nusa, Mendirikan bangsa, Putera puteri dewi, Cekal gagah berani. Putera puteri negara jaya, Bersatu berpadu tenaga, Padamu harapannya bangsa, Seandai cita-cita....",Prince- Princess of the Nation,"Prince and princess of a successful country, United with united energy, To you is the hope of the nation, If the ideals. The true noble prince and princess, The city of the village of sepasti, The bodily call of the holy goddess, Devotion to the service of your soul. Uphold the homeland, Establish the nation, Prince and princess of the goddess, Resist the brave. Prince and princess of a prosperous country, United with united energy, To you is the hope of the nation, If the ideals ....",Prince and princess of a successful country United with united energy To you is the hope of the nation If the ideals The true noble prince and princess The city of the village of sepasti The bodily call of the holy goddess Devotion to the service of your soul Uphold the homeland Establish the nation Prince and princess of the goddess Resist the brave Prince and princess of a prosperous country United with united energy To you is the hope of the nation If the ideals ,"['prince', 'and', 'princess', 'of', 'a', 'successful', 'country', 'united', 'with', 'united', 'energy', 'to', 'you', 'is', 'the', 'hope', 'of', 'the', 'nation', 'if', 'the', 'ideals', 'the', 'true', 'noble', 'prince', 'and', 'princess', 'the', 'city', 'of', 'the', 'village', 'of', 'sepasti', 'the', 'bodily', 'call', 'of', 'the', 'holy', 'goddess', 'devotion', 'to', 'the', 'service', 'of', 'your', 'soul', 'uphold', 'the', 'homeland', 'establish', 'the', 'nation', 'prince', 'and', 'princess', 'of', 'the', 'goddess', 'resist', 'the', 'brave', 'prince', 'and', 'princess', 'of', 'a', 'prosperous', 'country', 'united', 'with', 'united', 'energy', 'to', 'you', 'is', 'the', 'hope', 'of', 'the', 'nation', 'if', 'the', 'ideals', '']","['prince', 'princess', 'successful', 'country', 'united', 'with', 'united', 'energy', 'hope', 'nation', 'ideals', 'true', 'noble', 'prince', 'princess', 'city', 'village', 'sepasti', 'bodily', 'call', 'holy', 'goddess', 'devotion', 'service', 'your', 'soul', 'uphold', 'homeland', 'establish', 'nation', 'prince', 'princess', 'goddess', 'resist', 'brave', 'prince', 'princess', 'prosperous', 'country', 'united', 'with', 'united', 'energy', 'hope', 'nation', 'ideals']","['prince', 'princess', 'successful', 'country', 'united', 'united', 'energy', 'hope', 'nation', 'ideals', 'true', 'noble', 'prince', 'princess', 'city', 'village', 'sepasti', 'bodily', 'call', 'holy', 'goddess', 'devotion', 'service', 'soul', 'uphold', 'homeland', 'establish', 'nation', 'prince', 'princess', 'goddess', 'resist', 'brave', 'prince', 'princess', 'prosperous', 'country', 'united', 'united', 'energy', 'hope', 'nation', 'ideals']","['prince', 'princess', 'successful', 'country', 'united', 'united', 'energy', 'hope', 'nation', 'ideal', 'true', 'noble', 'prince', 'princess', 'city', 'village', 'sepasti', 'bodily', 'call', 'holy', 'goddess', 'devotion', 'service', 'soul', 'uphold', 'homeland', 'establish', 'nation', 'prince', 'princess', 'goddess', 'resist', 'brave', 'prince', 'princess', 'prosperous', 'country', 'united', 'united', 'energy', 'hope', 'nation', 'ideal']",prince princess successful country united united energy hope nation ideal true noble prince princess city village sepasti bodily call holy goddess devotion service soul uphold homeland establish nation prince princess goddess resist brave prince princess prosperous country united united energy hope nation ideal
Pahlawanku,Pahlawanku Pergilah berjuang untuk bangsa Jangan ragu Namamu tetap dipuja Biar mati Sebagai pahlawan yang sejati Jangan undur Jasamu kelak bertabur Selamat kau pergi Selamat kembali Dengan hati suci Dan tak takut mati Pahlawanku Menuju ruang ke medan perang Jangan takut Sebagai askar berjuang,my hero,My hero Go fight for the nation Don't doubt Your name remains adored Let it die As a true hero Don't back down Your services will be scattered Congratulations you go Happy return With a pure heart And don't be afraid to die My hero Go to space on the battlefield Don't be afraid As a fighting soldier,My hero Go fight for the nation Dont doubt Your name remains adored Let it die As a true hero Dont back down Your services will be scattered Congratulations you go Happy return With a pure heart And dont be afraid to die My hero Go to space on the battlefield Dont be afraid As a fighting soldier,"['my', 'hero', 'go', 'fight', 'for', 'the', 'nation', 'dont', 'doubt', 'your', 'name', 'remains', 'adored', 'let', 'it', 'die', 'as', 'a', 'true', 'hero', 'dont', 'back', 'down', 'your', 'services', 'will', 'be', 'scattered', 'congratulations', 'you', 'go', 'happy', 'return', 'with', 'a', 'pure', 'heart', 'and', 'dont', 'be', 'afraid', 'to', 'die', 'my', 'hero', 'go', 'to', 'space', 'on', 'the', 'battlefield', 'dont', 'be', 'afraid', 'as', 'a', 'fighting', 'soldier']","['hero', 'fight', 'nation', 'dont', 'doubt', 'your', 'name', 'remains', 'adored', 'true', 'hero', 'dont', 'back', 'down', 'your', 'services', 'will', 'scattered', 'congratulations', 'happy', 'return', 'with', 'pure', 'heart', 'dont', 'afraid', 'hero', 'space', 'battlefield', 'dont', 'afraid', 'fighting', 'soldier']","['hero', 'fight', 'nation', 'dont', 'doubt', 'name', 'remains', 'adored', 'true', 'hero', 'dont', 'back', 'services', 'scattered', 'congratulations', 'happy', 'return', 'pure', 'heart', 'dont', 'afraid', 'hero', 'space', 'battlefield', 'dont', 'afraid', 'fighting', 'soldier']","['hero', 'fight', 'nation', 'dont', 'doubt', 'name', 'remains', 'adored', 'true', 'hero', 'dont', 'back', 'service', 'scattered', 'congratulation', 'happy', 'return', 'pure', 'heart', 'dont', 'afraid', 'hero', 'space', 'battlefield', 'dont', 'afraid', 'fighting', 'soldier']",hero fight nation dont doubt name remains adored true hero dont back service scattered congratulation happy return pure heart dont afraid hero space battlefield dont afraid fighting soldier
Kenangan Negara,"Kenangkanlah masa yang lalu,Rakyat usaha tak bisa jemu,Semua serba kekurangan,Dalam masa penjajahan,Pahit rasanya,amat sengsara,Tanpa hidup yang merdeka.Sawah ladang hasil keringat,Usaha tani hanyalah penat,Anak-anak kehausan,Ilmu juga kemajuan,Untuk bekalan masa hadapan,Itulah kenangan lalu.Masa berganti masa,Negaraku merdeka,Rakyat berbilang bangsa,Bersatu setia.Nikmat hasil berganda,Di desa,di kota,Berazam mencapai cita,Berkorban jiwa raga,Itulah hasrat negara,BERDAULAT DAN MERDEKA......",Country Memories,"Remember the past, The people of business can not get tired, All are lacking, In the colonial period, It feels bitter, very miserable, Without an independent life. supply of the future, That is the memory of the past. Time changes, My country is independent, People of many races, United loyal. Enjoy double results, In the village, in the city, Determined to achieve the goal, Sacrificing body and soul, That is the desire of the country, SOVEREIGN AND INDEPENDENT ... ...",Remember the past The people of business can not get tired All are lacking In the colonial period It feels bitter very miserable Without an independent life supply of the future That is the memory of the past Time changes My country is independent People of many races United loyal Enjoy double results In the village in the city Determined to achieve the goal Sacrificing body and soul That is the desire of the country SOVEREIGN AND INDEPENDENT  ,"['remember', 'the', 'past', 'the', 'people', 'of', 'business', 'can', 'not', 'get', 'tired', 'all', 'are', 'lacking', 'in', 'the', 'colonial', 'period', 'it', 'feels', 'bitter', 'very', 'miserable', 'without', 'an', 'independent', 'life', 'supply', 'of', 'the', 'future', 'that', 'is', 'the', 'memory', 'of', 'the', 'past', 'time', 'changes', 'my', 'country', 'is', 'independent', 'people', 'of', 'many', 'races', 'united', 'loyal', 'enjoy', 'double', 'results', 'in', 'the', 'village', 'in', 'the', 'city', 'determined', 'to', 'achieve', 'the', 'goal', 'sacrificing', 'body', 'and', 'soul', 'that', 'is', 'the', 'desire', 'of', 'the', 'country', 'sovereign', 'and', 'independent', '']","['remember', 'past', 'people', 'business', 'tired', 'lacking', 'colonial', 'period', 'feels', 'bitter', 'very', 'miserable', 'without', 'independent', 'life', 'supply', 'future', 'that', 'memory', 'past', 'time', 'changes', 'country', 'independent', 'people', 'many', 'races', 'united', 'loyal', 'enjoy', 'double', 'results', 'village', 'city', 'determined', 'achieve', 'goal', 'sacrificing', 'body', 'soul', 'that', 'desire', 'country', 'sovereign', 'independent']","['remember', 'past', 'people', 'business', 'tired', 'lacking', 'colonial', 'period', 'feels', 'bitter', 'miserable', 'without', 'independent', 'life', 'supply', 'future', 'memory', 'past', 'time', 'changes', 'country', 'independent', 'people', 'many', 'races', 'united', 'loyal', 'enjoy', 'double', 'results', 'village', 'city', 'determined', 'achieve', 'goal', 'sacrificing', 'body', 'soul', 'desire', 'country', 'sovereign', 'independent']","['remember', 'past', 'people', 'business', 'tired', 'lacking', 'colonial', 'period', 'feel', 'bitter', 'miserable', 'without', 'independent', 'life', 'supply', 'future', 'memory', 'past', 'time', 'change', 'country', 'independent', 'people', 'many', 'race', 'united', 'loyal', 'enjoy', 'double', 'result', 'village', 'city', 'determined', 'achieve', 'goal', 'sacrificing', 'body', 'soul', 'desire', 'country', 'sovereign', 'independent']",remember past people business tired lacking colonial period feel bitter miserable without independent life supply future memory past time change country independent people many race united loyal enjoy double result village city determined achieve goal sacrificing body soul desire country sovereign independent
